email_id,email,source,consent,timestamp,status,html_code,css_datei,kennzeichnung,impressum_hinweis,newsletter_regeln,tracking_hinweis,verbote,status,direktlink,vergleichsrechner_html,kurzrechner_html,banner_300x250_html,banner_728x90_html
TC_001,Solaranlage,Direktlink,nan,https://a.partner-versicherung.de/click.php?partner_id=165274&ad_id=15&deep=solaranlage,https://www.tarifcheck.com/6c5unD8,https://a.partner-versicherung.de/click.php?partner_id=165274&ad_id=15&deep=solaranlage,nan,Jeden Affiliate-Link und jedes Banner klar als Werbung/Anzeige kennzeichnen oder mit * markieren und Sternchen-Erklärung auf der Seite einfügen.,"Alle Vergleiche powered by TARIFCHECK24 GmbH
Zollstr. 11b
21465 Wentorf bei Hamburg
Tel. 040 - 73098288
Fax 040 - 73098289
E-Mail: info@tarifcheck.de

Optionaler Impressum-iFrame:
<iframe src=""https://a.partner-versicherung.de/filestore/ad/1166/index.php?partner_id=165274"" width=""100%"" scrolling=""no"" border=""0""></iframe>

Zusätzlich auf allen Rechner-/Formularseiten sichtbar: powered by TARIFCHECK24 GmbH","Newsletter nur an DOI-Empfänger. Keine zweifelhaften Listen. Vollständiges Impressum integrieren. DOI-Nachweis muss vorlegbar sein. Footer muss enthalten: Firmenname, Adresse, Telefonnummer, E-Mail-Adresse und Steuernummer. Abmeldelink ist Pflicht. Personalisierte Templates bei stephan.cordes@tarifcheck.de mit Partner-ID, Firmenname, Produktthema und Empfängerlisten-Info anfordern. Test-Newsletter an stephan.cordes@tarifcheck.de senden. Versand erst nach Freigabe.","Tracking-ID am Ende von Werbelinks/Codes ergänzen mit &tracking=TRACKING_ID. Für Rechner, Banner und Deeplinks nutzbar.","Nicht gestattet: Anbieterlogos, CHECK24/Tarifcheck Brand-Bidding/SEA, CHECK24 im Domain-/URL-Namen, Banner-/Traffic-Netzwerke wie GetMyAds oder Promycom, TÜV-/offizielle Siegel, Aussagen wie ohne SCHUFA oder SCHUFA-frei, Inhalte/Texte/Grafiken/Bilder von Tarifcheck-Seiten oder Rechnern kopieren.",offiziell geliefert,nan,nan,nan,nan,nan
TC_001,Solaranlage,Vergleichsrechner/Formular,100%,nan,nan,"<div style=""width: 100%"" id=""tcpp-iframe-solar""></div><script src=""https://form.partner-versicherung.de/widgets/165274/tcpp-iframe-solar/solar-iframe.js""></script>",nan,Jeden Affiliate-Link und jedes Banner klar als Werbung/Anzeige kennzeichnen oder mit * markieren und Sternchen-Erklärung auf der Seite einfügen.,"Alle Vergleiche powered by TARIFCHECK24 GmbH
Zollstr. 11b
21465 Wentorf bei Hamburg
Tel. 040 - 73098288
Fax 040 - 73098289
E-Mail: info@tarifcheck.de

Optionaler Impressum-iFrame:
<iframe src=""https://a.partner-versicherung.de/filestore/ad/1166/index.php?partner_id=165274"" width=""100%"" scrolling=""no"" border=""0""></iframe>

Zusätzlich auf allen Rechner-/Formularseiten sichtbar: powered by TARIFCHECK24 GmbH","Newsletter nur an DOI-Empfänger. Keine zweifelhaften Listen. Vollständiges Impressum integrieren. DOI-Nachweis muss vorlegbar sein. Footer muss enthalten: Firmenname, Adresse, Telefonnummer, E-Mail-Adresse und Steuernummer. Abmeldelink ist Pflicht. Personalisierte Templates bei stephan.cordes@tarifcheck.de mit Partner-ID, Firmenname, Produktthema und Empfängerlisten-Info anfordern. Test-Newsletter an stephan.cordes@tarifcheck.de senden. Versand erst nach Freigabe.","Tracking-ID am Ende von Werbelinks/Codes ergänzen mit &tracking=TRACKING_ID. Für Rechner, Banner und Deeplinks nutzbar.","Nicht gestattet: Anbieterlogos, CHECK24/Tarifcheck Brand-Bidding/SEA, CHECK24 im Domain-/URL-Namen, Banner-/Traffic-Netzwerke wie GetMyAds oder Promycom, TÜV-/offizielle Siegel, Aussagen wie ohne SCHUFA oder SCHUFA-frei, Inhalte/Texte/Grafiken/Bilder von Tarifcheck-Seiten oder Rechnern kopieren.",offiziell geliefert,nan,nan,nan,nan,nan
TC_001,Solaranlage,Kurzrechner,300px,nan,nan,nicht verfügbar,nan,Jeden Affiliate-Link und jedes Banner klar als Werbung/Anzeige kennzeichnen oder mit * markieren und Sternchen-Erklärung auf der Seite einfügen.,"Alle Vergleiche powered by TARIFCHECK24 GmbH
Zollstr. 11b
21465 Wentorf bei Hamburg
Tel. 040 - 73098288
Fax 040 - 73098289
E-Mail: info@tarifcheck.de

Optionaler Impressum-iFrame:
<iframe src=""https://a.partner-versicherung.de/filestore/ad/1166/index.php?partner_id=165274"" width=""100%"" scrolling=""no"" border=""0""></iframe>

Zusätzlich auf allen Rechner-/Formularseiten sichtbar: powered by TARIFCHECK24 GmbH","Newsletter nur an DOI-Empfänger. Keine zweifelhaften Listen. Vollständiges Impressum integrieren. DOI-Nachweis muss vorlegbar sein. Footer muss enthalten: Firmenname, Adresse, Telefonnummer, E-Mail-Adresse und Steuernummer. Abmeldelink ist Pflicht. Personalisierte Templates bei stephan.cordes@tarifcheck.de mit Partner-ID, Firmenname, Produktthema und Empfängerlisten-Info anfordern. Test-Newsletter an stephan.cordes@tarifcheck.de senden. Versand erst nach Freigabe.","Tracking-ID am Ende von Werbelinks/Codes ergänzen mit &tracking=TRACKING_ID. Für Rechner, Banner und Deeplinks nutzbar.","Nicht gestattet: Anbieterlogos, CHECK24/Tarifcheck Brand-Bidding/SEA, CHECK24 im Domain-/URL-Namen, Banner-/Traffic-Netzwerke wie GetMyAds oder Promycom, TÜV-/offizielle Siegel, Aussagen wie ohne SCHUFA oder SCHUFA-frei, Inhalte/Texte/Grafiken/Bilder von Tarifcheck-Seiten oder Rechnern kopieren.",nicht verfügbar,nan,nan,nan,nan,nan
TC_001,Solaranlage,Banner,300x250,https://a.partner-versicherung.de/click.php?partner_id=165274&ad_id=1698&deep=solaranlage,nan,"<a href=""https://a.partner-versicherung.de/click.php?partner_id=165274&ad_id=1698&deep=solaranlage"" target=""_blank""><img src=""https://a.partner-versicherung.de/view.php?partner_id=165274&ad_id=1698"" width=""300"" height=""250"" style=""max-width: 100%; height: auto;""></a>",nan,Jeden Affiliate-Link und jedes Banner klar als Werbung/Anzeige kennzeichnen oder mit * markieren und Sternchen-Erklärung auf der Seite einfügen.,"Alle Vergleiche powered by TARIFCHECK24 GmbH
Zollstr. 11b
21465 Wentorf bei Hamburg
Tel. 040 - 73098288
Fax 040 - 73098289
E-Mail: info@tarifcheck.de

Optionaler Impressum-iFrame:
<iframe src=""https://a.partner-versicherung.de/filestore/ad/1166/index.php?partner_id=165274"" width=""100%"" scrolling=""no"" border=""0""></iframe>

Zusätzlich auf allen Rechner-/Formularseiten sichtbar: powered by TARIFCHECK24 GmbH","Newsletter nur an DOI-Empfänger. Keine zweifelhaften Listen. Vollständiges Impressum integrieren. DOI-Nachweis muss vorlegbar sein. Footer muss enthalten: Firmenname, Adresse, Telefonnummer, E-Mail-Adresse und Steuernummer. Abmeldelink ist Pflicht. Personalisierte Templates bei stephan.cordes@tarifcheck.de mit Partner-ID, Firmenname, Produktthema und Empfängerlisten-Info anfordern. Test-Newsletter an stephan.cordes@tarifcheck.de senden. Versand erst nach Freigabe.","Tracking-ID am Ende von Werbelinks/Codes ergänzen mit &tracking=TRACKING_ID. Für Rechner, Banner und Deeplinks nutzbar.","Nicht gestattet: Anbieterlogos, CHECK24/Tarifcheck Brand-Bidding/SEA, CHECK24 im Domain-/URL-Namen, Banner-/Traffic-Netzwerke wie GetMyAds oder Promycom, TÜV-/offizielle Siegel, Aussagen wie ohne SCHUFA oder SCHUFA-frei, Inhalte/Texte/Grafiken/Bilder von Tarifcheck-Seiten oder Rechnern kopieren.",offiziell geliefert,nan,nan,nan,nan,nan
TC_001,Solaranlage,Banner,728x90,https://a.partner-versicherung.de/click.php?partner_id=165274&ad_id=1690&deep=solaranlage,nan,"<a href=""https://a.partner-versicherung.de/click.php?partner_id=165274&ad_id=1690&deep=solaranlage"" target=""_blank""><img src=""https://a.partner-versicherung.de/view.php?partner_id=165274&ad_id=1690"" width=""728"" height=""90"" style=""max-width: 100%; height: auto;""></a>",nan,Jeden Affiliate-Link und jedes Banner klar als Werbung/Anzeige kennzeichnen oder mit * markieren und Sternchen-Erklärung auf der Seite einfügen.,"Alle Vergleiche powered by TARIFCHECK24 GmbH
Zollstr. 11b
21465 Wentorf bei Hamburg
Tel. 040 - 73098288
Fax 040 - 73098289
E-Mail: info@tarifcheck.de

Optionaler Impressum-iFrame:
<iframe src=""https://a.partner-versicherung.de/filestore/ad/1166/index.php?partner_id=165274"" width=""100%"" scrolling=""no"" border=""0""></iframe>

Zusätzlich auf allen Rechner-/Formularseiten sichtbar: powered by TARIFCHECK24 GmbH","Newsletter nur an DOI-Empfänger. Keine zweifelhaften Listen. Vollständiges Impressum integrieren. DOI-Nachweis muss vorlegbar sein. Footer muss enthalten: Firmenname, Adresse, Telefonnummer, E-Mail-Adresse und Steuernummer. Abmeldelink ist Pflicht. Personalisierte Templates bei stephan.cordes@tarifcheck.de mit Partner-ID, Firmenname, Produktthema und Empfängerlisten-Info anfordern. Test-Newsletter an stephan.cordes@tarifcheck.de senden. Versand erst nach Freigabe.","Tracking-ID am Ende von Werbelinks/Codes ergänzen mit &tracking=TRACKING_ID. Für Rechner, Banner und Deeplinks nutzbar.","Nicht gestattet: Anbieterlogos, CHECK24/Tarifcheck Brand-Bidding/SEA, CHECK24 im Domain-/URL-Namen, Banner-/Traffic-Netzwerke wie GetMyAds oder Promycom, TÜV-/offizielle Siegel, Aussagen wie ohne SCHUFA oder SCHUFA-frei, Inhalte/Texte/Grafiken/Bilder von Tarifcheck-Seiten oder Rechnern kopieren.",offiziell geliefert,nan,nan,nan,nan,nan
TC_001,Solaranlage,Banner,980x90,https://a.partner-versicherung.de/click.php?partner_id=165274&ad_id=1704&deep=solaranlage,nan,"<a href=""https://a.partner-versicherung.de/click.php?partner_id=165274&ad_id=1704&deep=solaranlage"" target=""_blank""><img src=""https://a.partner-versicherung.de/view.php?partner_id=165274&ad_id=1704"" width=""980"" height=""90"" style=""max-width: 100%; height: auto;""></a>",nan,Jeden Affiliate-Link und jedes Banner klar als Werbung/Anzeige kennzeichnen oder mit * markieren und Sternchen-Erklärung auf der Seite einfügen.,"Alle Vergleiche powered by TARIFCHECK24 GmbH
Zollstr. 11b
21465 Wentorf bei Hamburg
Tel. 040 - 73098288
Fax 040 - 73098289
E-Mail: info@tarifcheck.de

Optionaler Impressum-iFrame:
<iframe src=""https://a.partner-versicherung.de/filestore/ad/1166/index.php?partner_id=165274"" width=""100%"" scrolling=""no"" border=""0""></iframe>

Zusätzlich auf allen Rechner-/Formularseiten sichtbar: powered by TARIFCHECK24 GmbH","Newsletter nur an DOI-Empfänger. Keine zweifelhaften Listen. Vollständiges Impressum integrieren. DOI-Nachweis muss vorlegbar sein. Footer muss enthalten: Firmenname, Adresse, Telefonnummer, E-Mail-Adresse und Steuernummer. Abmeldelink ist Pflicht. Personalisierte Templates bei stephan.cordes@tarifcheck.de mit Partner-ID, Firmenname, Produktthema und Empfängerlisten-Info anfordern. Test-Newsletter an stephan.cordes@tarifcheck.de senden. Versand erst nach Freigabe.","Tracking-ID am Ende von Werbelinks/Codes ergänzen mit &tracking=TRACKING_ID. Für Rechner, Banner und Deeplinks nutzbar.","Nicht gestattet: Anbieterlogos, CHECK24/Tarifcheck Brand-Bidding/SEA, CHECK24 im Domain-/URL-Namen, Banner-/Traffic-Netzwerke wie GetMyAds oder Promycom, TÜV-/offizielle Siegel, Aussagen wie ohne SCHUFA oder SCHUFA-frei, Inhalte/Texte/Grafiken/Bilder von Tarifcheck-Seiten oder Rechnern kopieren.",offiziell geliefert,nan,nan,nan,nan,nan
TC_001,Solaranlage,Banner,300x300,https://a.partner-versicherung.de/click.php?partner_id=165274&ad_id=1700&deep=solaranlage,nan,"<a href=""https://a.partner-versicherung.de/click.php?partner_id=165274&ad_id=1700&deep=solaranlage"" target=""_blank""><img src=""https://a.partner-versicherung.de/view.php?partner_id=165274&ad_id=1700"" width=""300"" height=""300"" style=""max-width: 100%; height: auto;""></a>",nan,Jeden Affiliate-Link und jedes Banner klar als Werbung/Anzeige kennzeichnen oder mit * markieren und Sternchen-Erklärung auf der Seite einfügen.,"Alle Vergleiche powered by TARIFCHECK24 GmbH
Zollstr. 11b
21465 Wentorf bei Hamburg
Tel. 040 - 73098288
Fax 040 - 73098289
E-Mail: info@tarifcheck.de

Optionaler Impressum-iFrame:
<iframe src=""https://a.partner-versicherung.de/filestore/ad/1166/index.php?partner_id=165274"" width=""100%"" scrolling=""no"" border=""0""></iframe>

Zusätzlich auf allen Rechner-/Formularseiten sichtbar: powered by TARIFCHECK24 GmbH","Newsletter nur an DOI-Empfänger. Keine zweifelhaften Listen. Vollständiges Impressum integrieren. DOI-Nachweis muss vorlegbar sein. Footer muss enthalten: Firmenname, Adresse, Telefonnummer, E-Mail-Adresse und Steuernummer. Abmeldelink ist Pflicht. Personalisierte Templates bei stephan.cordes@tarifcheck.de mit Partner-ID, Firmenname, Produktthema und Empfängerlisten-Info anfordern. Test-Newsletter an stephan.cordes@tarifcheck.de senden. Versand erst nach Freigabe.","Tracking-ID am Ende von Werbelinks/Codes ergänzen mit &tracking=TRACKING_ID. Für Rechner, Banner und Deeplinks nutzbar.","Nicht gestattet: Anbieterlogos, CHECK24/Tarifcheck Brand-Bidding/SEA, CHECK24 im Domain-/URL-Namen, Banner-/Traffic-Netzwerke wie GetMyAds oder Promycom, TÜV-/offizielle Siegel, Aussagen wie ohne SCHUFA oder SCHUFA-frei, Inhalte/Texte/Grafiken/Bilder von Tarifcheck-Seiten oder Rechnern kopieren.",offiziell geliefert,nan,nan,nan,nan,nan
TC_001,Solaranlage,Banner,300x50,https://a.partner-versicherung.de/click.php?partner_id=165274&ad_id=1696&deep=solaranlage,nan,"<a href=""https://a.partner-versicherung.de/click.php?partner_id=165274&ad_id=1696&deep=solaranlage"" target=""_blank""><img src=""https://a.partner-versicherung.de/view.php?partner_id=165274&ad_id=1696"" width=""300"" height=""50"" style=""max-width: 100%; height: auto;""></a>",nan,Jeden Affiliate-Link und jedes Banner klar als Werbung/Anzeige kennzeichnen oder mit * markieren und Sternchen-Erklärung auf der Seite einfügen.,"Alle Vergleiche powered by TARIFCHECK24 GmbH
Zollstr. 11b
21465 Wentorf bei Hamburg
Tel. 040 - 73098288
Fax 040 - 73098289
E-Mail: info@tarifcheck.de

Optionaler Impressum-iFrame:
<iframe src=""https://a.partner-versicherung.de/filestore/ad/1166/index.php?partner_id=165274"" width=""100%"" scrolling=""no"" border=""0""></iframe>

Zusätzlich auf allen Rechner-/Formularseiten sichtbar: powered by TARIFCHECK24 GmbH","Newsletter nur an DOI-Empfänger. Keine zweifelhaften Listen. Vollständiges Impressum integrieren. DOI-Nachweis muss vorlegbar sein. Footer muss enthalten: Firmenname, Adresse, Telefonnummer, E-Mail-Adresse und Steuernummer. Abmeldelink ist Pflicht. Personalisierte Templates bei stephan.cordes@tarifcheck.de mit Partner-ID, Firmenname, Produktthema und Empfängerlisten-Info anfordern. Test-Newsletter an stephan.cordes@tarifcheck.de senden. Versand erst nach Freigabe.","Tracking-ID am Ende von Werbelinks/Codes ergänzen mit &tracking=TRACKING_ID. Für Rechner, Banner und Deeplinks nutzbar.","Nicht gestattet: Anbieterlogos, CHECK24/Tarifcheck Brand-Bidding/SEA, CHECK24 im Domain-/URL-Namen, Banner-/Traffic-Netzwerke wie GetMyAds oder Promycom, TÜV-/offizielle Siegel, Aussagen wie ohne SCHUFA oder SCHUFA-frei, Inhalte/Texte/Grafiken/Bilder von Tarifcheck-Seiten oder Rechnern kopieren.",offiziell geliefert,nan,nan,nan,nan,nan
TC_002,Kfz-Versicherung,Direktlink,nan,https://a.partner-versicherung.de/click.php?partner_id=165274&ad_id=15&deep=kfz-versicherung,https://www.tarifcheck.com/ows4kfw,https://a.partner-versicherung.de/click.php?partner_id=165274&ad_id=15&deep=kfz-versicherung,nan,Jeden Affiliate-Link und jedes Banner klar als Werbung/Anzeige kennzeichnen oder mit * markieren und Sternchen-Erklärung auf der Seite einfügen.,"Alle Vergleiche powered by TARIFCHECK24 GmbH
Zollstr. 11b
21465 Wentorf bei Hamburg
Tel. 040 - 73098288
Fax 040 - 73098289
E-Mail: info@tarifcheck.de

Optionaler Impressum-iFrame:
<iframe src=""https://a.partner-versicherung.de/filestore/ad/1166/index.php?partner_id=165274"" width=""100%"" scrolling=""no"" border=""0""></iframe>

Zusätzlich auf allen Rechner-/Formularseiten sichtbar: powered by TARIFCHECK24 GmbH","Newsletter nur an DOI-Empfänger. Keine zweifelhaften Listen. Vollständiges Impressum integrieren. DOI-Nachweis muss vorlegbar sein. Footer muss enthalten: Firmenname, Adresse, Telefonnummer, E-Mail-Adresse und Steuernummer. Abmeldelink ist Pflicht. Personalisierte Templates bei stephan.cordes@tarifcheck.de mit Partner-ID, Firmenname, Produktthema und Empfängerlisten-Info anfordern. Test-Newsletter an stephan.cordes@tarifcheck.de senden. Versand erst nach Freigabe.","Tracking-ID am Ende von Werbelinks/Codes ergänzen mit &tracking=TRACKING_ID. Für Rechner, Banner und Deeplinks nutzbar.","Nicht gestattet: Anbieterlogos, CHECK24/Tarifcheck Brand-Bidding/SEA, CHECK24 im Domain-/URL-Namen, Banner-/Traffic-Netzwerke wie GetMyAds oder Promycom, TÜV-/offizielle Siegel, Aussagen wie ohne SCHUFA oder SCHUFA-frei, Inhalte/Texte/Grafiken/Bilder von Tarifcheck-Seiten oder Rechnern kopieren.",offiziell geliefert,nan,nan,nan,nan,nan
TC_002,Kfz-Versicherung,Vergleichsrechner/Formular,100%,nan,nan,"<div style=""width: 100%"" id=""tcpp-iframe-kfz""></div><script src=""https://form.partner-versicherung.de/widgets/165274/tcpp-iframe-kfz/kfz-iframe.js""></script>",nan,Jeden Affiliate-Link und jedes Banner klar als Werbung/Anzeige kennzeichnen oder mit * markieren und Sternchen-Erklärung auf der Seite einfügen.,"Alle Vergleiche powered by TARIFCHECK24 GmbH
Zollstr. 11b
21465 Wentorf bei Hamburg
Tel. 040 - 73098288
Fax 040 - 73098289
E-Mail: info@tarifcheck.de

Optionaler Impressum-iFrame:
<iframe src=""https://a.partner-versicherung.de/filestore/ad/1166/index.php?partner_id=165274"" width=""100%"" scrolling=""no"" border=""0""></iframe>

Zusätzlich auf allen Rechner-/Formularseiten sichtbar: powered by TARIFCHECK24 GmbH","Newsletter nur an DOI-Empfänger. Keine zweifelhaften Listen. Vollständiges Impressum integrieren. DOI-Nachweis muss vorlegbar sein. Footer muss enthalten: Firmenname, Adresse, Telefonnummer, E-Mail-Adresse und Steuernummer. Abmeldelink ist Pflicht. Personalisierte Templates bei stephan.cordes@tarifcheck.de mit Partner-ID, Firmenname, Produktthema und Empfängerlisten-Info anfordern. Test-Newsletter an stephan.cordes@tarifcheck.de senden. Versand erst nach Freigabe.","Tracking-ID am Ende von Werbelinks/Codes ergänzen mit &tracking=TRACKING_ID. Für Rechner, Banner und Deeplinks nutzbar.","Nicht gestattet: Anbieterlogos, CHECK24/Tarifcheck Brand-Bidding/SEA, CHECK24 im Domain-/URL-Namen, Banner-/Traffic-Netzwerke wie GetMyAds oder Promycom, TÜV-/offizielle Siegel, Aussagen wie ohne SCHUFA oder SCHUFA-frei, Inhalte/Texte/Grafiken/Bilder von Tarifcheck-Seiten oder Rechnern kopieren.",offiziell geliefert,nan,nan,nan,nan,nan
